,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
87,Mr_Okthoba,"Johannesburg, South Africa","The most important thing in life is your name, take care of it",False,2022-04-17 16:24:52,@KwaNtu_Athi All the best,,Twitter for iPhone,KwaNtu_Athi best
88,sam,"Bryan, OH","I’m an Independent, so I think for myself. American. God first. Sorry to the 5 followers, I am boring 😂",False,2022-04-17 16:24:52,"@ronmaest3 Especially because the Ukrainian military never did a thing to help them. Notice how Zelensky never asks for food or medicine, only money and weapons…",,Twitter for iPhone,ronmaest3 Especially Ukrainian military never thing help Notice Zelensky never asks food medicine money weapons…
89,𝔐𝔞𝔤𝔫𝔢𝔱𝔰 🧲,he/they are fine,I don't want to see another potato. I hate it.,False,2022-04-17 16:24:52,@matilda_jt legend,,Twitter for Android,matilda_jt legend
90,海昭雪,she/her,at least this planet has namjoon | ot7,False,2022-04-17 16:24:52,@AhseyaCh @taeteland He DOES THINGS TO ME THAT I CANNOT EXPLAIN https://t.co/e7lHhmSNUx,,Twitter for iPhone,AhseyaCh taeteland DOES THINGS THAT EXPLAIN http //t.co/e7lHhmSNUx
91,ToastedBread // Save Us☢️,,ₛᵢᵣₑₙₛ ᵢₙ ₘy ₕₑₐd ₚₐᵣₐₙₒᵢₐ ₛcᵣₑₐₘₛ || ˢʰᵉ/ʰᵉʳ ||ᵖʳᵒᵘᵈ ⁿᵒⁱᶻᵉ ᵉⁿᵗʰᵘˢⁱᵃˢᵗ,False,2022-04-17 16:24:52,I’m going to continue clowning but…,,Twitter for iPhone,going continue clowning but…
92,Matt,"Kennesaw, GA","Parent, Lover of the Ocean, Swimmer, Scuba Diver, Adventurer, Gamer.",False,2022-04-17 16:24:52,@Nintendeal Definitely a solid design and a great upgrade option for adults. It could go for a refreshed design specifically the D-pad. Everything else I can’t complain. USB-C charging is extremely appreciated and something the other platforms are just getting on board with.,,Twitter for iPhone,Nintendeal Definitely solid design great upgrade option adult could refreshed design specifically D-pad Everything else complain USB-C charging extremely appreciated something platform getting board
93,SpideyRanger,,Honestly not great at using this app. That rambling black 🇬🇭,False,2022-04-17 16:24:52,Lol I was being sarcastic,,Twitter for Android,sarcastic
94,Karl Penter,Parts Less Known,"Miraculously conceived by The Disco Inferno 2k+ years ago

#CheapHeat

#4ThePops

#TrollArmy2.∞ ",False,2022-04-17 16:24:52,@antman1728 @lazerbru @philthemmadude Yeah if you have about 50 events per year it doesn't work any more,,Twitter for Android,antman1728 lazerbru philthemmadude Yeah event year work
95,SBI Card,India,"SBI Card is a leading player in the Indian credit card market, with over 13 million customers as of Dec'21 and a presence in 145+ cities across the country.",True,2022-04-17 16:24:52,"@shashik52278438 Dear Param , Thank you for sharing your details. We will connect with you at the earliest. We request you to remove the comment containing your contact/card details, for security reasons.  
  https://t.co/ch7lKFjSNm",,OneDirect Suite - P,shashik52278438 Dear Param Thank sharing detail connect earliest request remove comment containing contact/card detail security reason http //t.co/ch7lKFjSNm
96,gem,"London, England",aries ☉ scorpio ☾ cap ↑,False,2022-04-17 16:24:52,I did my hair and make up and I look so pretty 😭 my friends will see me today by force!,,Twitter for iPhone,hair make look pretty friend today force
97,verge_ebooks,,Bizarro world headlines from @verge every hour. See Mastodon page for better posts.,False,2022-04-17 16:24:52,"Tao Pan Pan, Samsung executive: 'the world needs to stand up to this addictive technology'",,IFTTT,Samsung executive 'the world need stand addictive technology
98,Venion,,,False,2022-04-17 16:24:52,@treiibot Who is perry porter???,,Twitter for iPhone,treiibot perry porter
99,Pozzible Movies,Arizona,"Movie critic, commentator, and overall nice guy!!",False,2022-04-17 16:24:52,"@thecinemasnob At least we have your Baby Huey review to hold us over, that has the greatest Snob opening of all time",,Twitter Web App,thecinemasnob least Baby Huey review hold greatest Snob opening time
100,Destiny🖤,"Texas, USA",Proud Mother To Trinity Gail & Blessed👩‍👧💜.,False,2022-04-17 16:24:52,There goes my birthday plans🤦🏼‍♀️🙃,,Twitter for iPhone,There go birthday plans🤦🏼‍♀️🙃
101,Teflon don,Wano,Ye = 🐐,False,2022-04-17 16:24:52,See goal,,Twitter for iPhone,goal
102,MaFer_BerSan🇪🇨,Turquía,Ailem Ayattaki Her Şey Onları Serviyorum  ❤🙌🙏💝🇪🇨,False,2022-04-17 16:24:52,"@sucy_Gee Gracias Sucy 🥰💚💙
#AlpNavruz #AyçaAyşinTuran #AyçAlp https://t.co/YXXrbtJp92","['AlpNavruz', 'AyçaAyşinTuran', 'AyçAlp']",Twitter for Android,sucy_Gee Gracias Sucy AlpNavruz AyçaAyşinTuran AyçAlp http //t.co/YXXrbtJp92
103,bella; -46 -223 🍂◟̽◞̽🇨🇴,in taylor's heart,"lhl is my safe place

#harry: your flowers just died, plant new seeds in the melody. larrie • marvel stan ~ 19",False,2022-04-17 16:24:52,i love this photo of Louis in the studio ❤️‍🩹 https://t.co/45jQJxZYIy,,Twitter for Android,love photo Louis studio ❤️‍🩹 http //t.co/45jQJxZYIy
104,ELDROD✊🏽🌏✊🏻,"Sonoma, CA",WE MADE AMERICA GREAT AGAIN ✊🏽🇲🇽🇺🇸✊🏻,False,2022-04-17 16:24:52,@Deeboomg @RyanGarcia FACTS THANK YOU https://t.co/8TnNzp1Oyq,,Twitter for iPhone,Deeboomg RyanGarcia FACTS THANK http //t.co/8TnNzp1Oyq
105,"Girl, uninterrupted",औक़ात,She was an open wound that no doctor could ever heal.,False,2022-04-17 16:24:52,@Purba_Ray Thank you 😘😘,,Twitter for iPhone,Purba_Ray Thank
106,Maroon Flag,"Kempton Park, Spain",Retired F*ck Giver,False,2022-04-17 16:24:52,"@lesalotus @KgothatsoMabit3 You know ball 🤌🏽

Bula boot was When he hit the mainstrean/when he left Aviator…✨

Please when you have free time also bump this classic from 2012 🥺👌🏽its amazing &amp; timeless imo https://t.co/uOnKcZJZLv",,Twitter for iPhone,lesalotus KgothatsoMabit3 know ball Bula boot When mainstrean/when left Aviator…✨ Please free time also bump classic 2012 🥺👌🏽its amazing timeless http //t.co/uOnKcZJZLv
107,Andrea Matranga 🇺🇦🌻,"Orange, CA","Economic history, GIS, 🇮🇹. Views  and opinions expressed are mine and not Chapman University's.",False,2022-04-17 16:24:52,"As anybody else found the Amazon app really hard to use? When I am scrolling it just opens whatever product I touch, even if then i move the finger to scroll.",,Twitter for Android,anybody else found Amazon really hard When scrolling open whatever product touch even move finger scroll
108,Izzy Moonbow,Bridlewood,"Energetic. Creative. Optimistic. She loves arts and crafts, her friends, and unicycling.

(( PFP artist: chopchopguy ))",False,2022-04-17 16:24:52,"*Her feelings might be a little hurt at that comment. She hoofmade those bunny ears... but, she keeps her focus on the mission.* https://t.co/voz6XPZG2G",,Twitter for Android,*Her feeling might little hurt comment hoofmade bunny ear keep focus mission http //t.co/voz6XPZG2G
109,Guillaume Huppé,"Toronto, Ontario","Gui For Short. 
Marketer + Writer 
#polcan #web3 #marketing

🚀 Editor at https://t.co/Jm25oHSm0u +https://t.co/YBpVfmlEqm 

FR / EN",False,2022-04-17 16:24:52,@SCI_COIN @CrazyBearsNFT Thanks!!!,,Twitter Web App,SCI_COIN CrazyBearsNFT Thanks
110,gio 🎾🏐,"João Pessoa, Brazil",terrible game move you suck at this game i hope i see you never | she/her 🏳‍🌈,False,2022-04-17 16:24:52,bibi is so pretty 🤧 https://t.co/dygoEgPNOH,,Twitter for Android,bibi pretty http //t.co/dygoEgPNOH
111,Zubrowka 🦬,,Guess who’s back in the game,False,2022-04-17 16:24:52,Flaaaaaandeeeeerrrrssssss https://t.co/Bn2cdagaVp,,Twitter for iPhone,Flaaaaaandeeeeerrrrssssss http //t.co/Bn2cdagaVp
112,Laura,"St. Paul, Minnesota",🏠 Philly 📍St Paul  🐰 ❤️,False,2022-04-17 16:24:52,@dodo Mine when the treats are all gone https://t.co/vNxNvqiCgO,,Twitter for iPhone,dodo Mine treat gone http //t.co/vNxNvqiCgO
113,amy hijjawi,,,False,2022-04-17 16:24:52,@BrianMcLain15 @PeoplesParty_US I took this as a call to the racially/gendered privileged to wake up and realize that privilege only exists to hurt the rest of us and the benefits they get in their economic class aren't worth the cost. So join us in the fight.,,Twitter Web App,BrianMcLain15 PeoplesParty_US took call racially/gendered privileged wake realize privilege exists hurt rest benefit economic class worth cost join fight
114,Gio🐥,check my moments,94 • ENFP☕️ | 이준호 ❤ 胡一天 | cw: #Tomorrow #CrazyLove #OurBlues #YouAreMyHeartbeat | BL acc: @tay_teedo,False,2022-04-17 16:24:52,"he met the little Huang Yu Xuan again... i can't

#SomedayOrOneDay https://t.co/I2QNoqbQkL",['SomedayOrOneDay'],Twitter for iPhone,little Huang Xuan can't SomedayOrOneDay http //t.co/I2QNoqbQkL
115,angelopontes,,fotógrafo e diretor criativo,False,2022-04-17 16:24:52,"he met the little Huang Yu Xuan again... i can't

#SomedayOrOneDay https://t.co/I2QNoqbQkL",,Twitter for iPhone,little Huang Xuan can't SomedayOrOneDay http //t.co/I2QNoqbQkL
116,Apocalypse Slouch,"Long Beach, CA","Author of Jonathan's Loves, David's Laments and Co-Editor of Voices of Feminist Liberation: Writings in Celebration of Rosemary Radford Ruether (he/his)🏳️‍🌈🛐",False,2022-04-17 16:24:52,@will_yale That's an uncharitable Easter message.,,Twitter Web App,will_yale That uncharitable Easter message
117,Na$h,Global,#MTG🕍 ig: https://t.co/s7U5p6frRW,False,2022-04-17 16:24:52,Up 1 cause I’m a fool with them dice you know what that mean,,Twitter for iPhone,cause fool dice know mean
118,Jp 🕸⚡,,"Nerd who loves animation, comics, video games, movies, and TV shows. Mainly into: Spidey🕸, Flash⚡, Ben 10👽, Avatar/Korra💧☄🔥🌪, inFAMOUS🌩, DMC😈🗡, and AC⚔.",False,2022-04-17 16:24:52,"@Bruhh05740188 Preparing yourself to fit someone. Knowing their strengths, weaknesses etc",,Twitter for iPhone,Bruhh05740188 Preparing someone Knowing strength weakness
119,nyo,PNW🌲,"24. extremely talented, just on hiatus🛌 they/them",False,2022-04-17 16:24:52,"today is my first day on the job 🍕

wish me luck, maybe I'll have a delivery for a cryogenic lab to somebody named I.C. Wiener and then it's over for y'all",,Twitter for Android,today first wish luck maybe delivery cryogenic somebody named Wiener y'all
120,VanguardWay,,"Passionate being. Creative process in progress. In💜 with the #NFT community #values, guided by freedom, love, equality, social justice.",False,2022-04-17 16:24:52,@saharrococo @mentalist420 @crypto_jackass @opensea @Femininity7777 Congratulations 🎉💯,,Twitter for iPhone,saharrococo mentalist420 crypto_jackass opensea Femininity7777 Congratulations
121,Dexter Rogers,,I'm a passionate sports journalist and  filmmaker who seeks to inform and awaken the masses with stellar content. I will live my truth until my casket drops💯,False,2022-04-17 16:24:52,@ProFootballTalk @USFL It's NOT about his skills. KAP can play. It's about white supremacy and racism amongst owners keeping him off the field. He spoke out five years ago. He was RIGHT BUT racists won't allow it. There are teams he can start for NOW. Stop with the narrative about his skills.,,Twitter for Android,ProFootballTalk USFL skill play white supremacy racism amongst owner keeping field spoke five year RIGHT racist allow There team start Stop narrative skill
122,hoodrat drewbarrymore,vale madre,"lets talk about this, lets talk about that, lets talk about ✨me✨ | she/her/foo | G💜",False,2022-04-17 16:24:52,to go into work or to not go into work today is the question,,Twitter for iPhone,work work today question
123,— 𝕶𝖎𝖗𝖆,,e m p t y s p a c e,False,2022-04-17 16:24:52,Nighty,,Twitter for Android,Nighty
124,Zee,jo JAMET bijak😎,𝚑𝚒 𝚑𝚎𝚕𝚕𝚘,False,2022-04-17 16:24:52,@kindrjoyee cute,,Twitter for Android,kindrjoyee cute
125,Bhaskar,,Msd fan forever 🙌,False,2022-04-17 16:24:52,@div_yumm Mallinga actually me mi ko 5 me 2-3 cup jitwaya hai mallinga ne.,,Twitter for Android,div_yumm Mallinga actually jitwaya mallinga
126,Ansh✨//34Days,Australia,"This account is for love of @ihrithik 
Follow only if you like Him..",False,2022-04-17 16:24:52,@iAbhi0717 Captain Hardik supremacy..He can win us matches with dinda ..,,Twitter for Android,iAbhi0717 Captain Hardik supremacy..He match dinda
127,Howell Harris,,"Retired university teacher of US (business) history. Welsh & European. Durham resident. Not looking for followers, will block freely incl bots, trolls & anons.",False,2022-04-17 16:24:52,"@Life_Disrupted Surely not surprised, however disappointed?",,Twitter for iPad,Life_Disrupted Surely surprised however disappointed
128,KINGCYBER,,"they/them everything kinda sucks so, just be nice to people.",False,2022-04-17 16:24:52,I was born on a Saturday which basically means that I was born to party 😎,,Twitter for iPhone,born Saturday basically mean born party
129,All Sports Streaming,United States,Here all the games are shown live with the help of links.,False,2022-04-17 16:24:52,"#CHECRY
Chelsea FC vs Crystal Palace Live Stream
Chelsea vs Crystal Palace
link1🔴https://t.co/eKtuQ9ULfg
link2🔴https://t.co/eKtuQ9ULfg

link3🔴https://t.co/eKtuQ9ULfg

#FACup #SemiFinals | #Chelsea  #CrystalPalace
Retweet 🔄 + Like ❤️ To Support US https://t.co/5w4OY7aPt7",['CHECRY'],Twitter Web App,CHECRY Chelsea Crystal Palace Live Stream Chelsea Crystal Palace link1🔴https //t.co/eKtuQ9ULfg link2🔴https //t.co/eKtuQ9ULfg link3🔴https //t.co/eKtuQ9ULfg FACup SemiFinals Chelsea CrystalPalace Retweet Like Support http //t.co/5w4OY7aPt7
130,Liu #WinterfallSMP #GardenSMP,in ur walls,"full time VP Major and lowkey twitch streamer and artist 
| member of @SMPWinterfall @GardenSMP_ |
(pfp by @edenfinity)",False,2022-04-17 16:24:52,GRONZLY VIDEO MY BELOVED,,Twitter Web App,GRONZLY VIDEO BELOVED
131,Keerthi 🕊️😍♥️,India,"Love me for who I am , Not for what you want me to be .💫😘❤️
 Positivity will be my choice always 😍🤍💙",False,2022-04-17 16:24:52,I used to keep but not anymore ♥️ https://t.co/sXNvtbBrjP,,Twitter for Android,used keep anymore http //t.co/sXNvtbBrjP
132,🌸 cy | | big win today 🍀,nowhere,filo kpop trashcan (acc $u$: @hicityx @chasingmarchwin @lyriccityx) • proof of $u$ on pinned reply or linked below #Ap8testi #bunniefied,False,2022-04-17 16:24:52,"@NoraEstia @BullTimeNFT done thank youu 🍀🍀⚡
proof below 🍀",,Twitter for Android,NoraEstia BullTimeNFT done thank youu proof
133,lizzie,used to be cuckcherrymagic! ,"certified chuugummy, survivor of Haseul hiatus, associate professor of noren studies at 7 dream university.",False,2022-04-17 16:24:52,didn't even notice there were men in the Twinkle music video..,,Twitter for Android,even notice Twinkle music video..
134,James Weir,,,False,2022-04-17 16:24:52,@AZ_Brittney Sometimes.,,Twitter Web App,AZ_Brittney Sometimes
135,DrewPee,,,False,2022-04-17 16:24:52,@antiputler_news The orcs will be dead. They just dont know it yet.,,Twitter for Android,antiputler_news orcs dead They dont know
136,z !,20 | she/her,Dhr | 18+,False,2022-04-17 16:24:52,@antiputler_news The orcs will be dead. They just dont know it yet.,,Twitter for iPhone,antiputler_news orcs dead They dont know
137,Nikolai Voss,,"hey! my name's Nikolai, but you can call me Niko! hit me up if you wanna talk, especially if you're a tall bug named Valen :D [UTAU bot by @sunbearrrr ]",False,2022-04-17 16:24:52,I stubbed my toe and it hurt so much but Ro was around so I couldn't swear............,,twittbot.net,stubbed hurt much around could swear
138,MAGDY⚡,Mansoura,||Science MU||,False,2022-04-17 16:24:52,Where are the women's right and human rights activists hiding now? https://t.co/zxVw8YPYYd,,Twitter for Android,Where woman right human right activist hiding http //t.co/zxVw8YPYYd
139,𓃵 𝚁 𝚒 𝚌 𝚔 𝚢 ฿,❤️,🧸.........................✍︎ Just Live ✌︎,False,2022-04-17 16:24:52,@_CallHerLee @NkanyeziKubheka I've never met a woman who doesn't like eating pap🤣🤣🤣 https://t.co/88i6ejFlBG,,Twitter for Android,_CallHerLee NkanyeziKubheka never woman like eating pap🤣🤣🤣 http //t.co/88i6ejFlBG
140,Fred,,"Metallica, Philly Sports, Rutgers, 24, Seinfeld, follow @phillyalertnews for the latest updates and scores in philly sports!",False,2022-04-17 16:24:52,@LaurenAPN No problem Lauren! Happy Easter,,Twitter for iPhone,LaurenAPN problem Lauren Happy Easter
